松福 本店,noodle,numazu port,ラーメン,千本港町57-1,Senbonminatocho 57-1,,11,0,0,0,16,0,18,0,138.858286,35.084807
千楽（本店）,japanese,station south,とんかつ定食,下本町20,Shimohoncho 20,BC,11,0,14,30,-1,-1,-1,-1,138.856463,35.09456
桃屋,café/bakery,station south,コロッケサンド,町方町5,Machikatamachi 5,C,9,0,18,0,-1,-1,-1,-1,138.857942,35.098184
うなぎ料理 村上,japanese,station south,うなぎ丼,平町１２−1,Hiramachi 12-1,C,11,30,21,0,14,0,17,30,138.86489,35.100808
ザ パン屋 ブルーベリー,café/bakery,station north,カレーパン,五月町４−20,Satsukicho 4-23,B,8,0,19,0,-1,-1,-1,-1,138.861835,35.115241
萬来軒柳町支店,chinese,station north,中華そば,柳町６−38,Yanagicho 6-38,C,11,0,20,0,-1,-1,-1,-1,138.863438,35.11807
ダイヤコーヒー,café/bakery,station south,コーヒー,出口町339-1,Deguchicho-339-1,ABCDE,9,30,17,0,-1,-1,-1,-1,138.854779,35.094622
蕎麦居酒屋えびす庵,noodle,station south,そば,大手町５丁目４−1,Otemachi 5 Chome-4-1,B,11,0,23,0,-1,-1,-1,-1,138.858934,35.100388
ディッパーダン沼津店,café/bakery,station north,クレープ,大手町１丁目１−5 ＢｉＶｉ沼津１Ｆ,Otemachi 1 Chome 1-5 BiVi numazu 1F,,11,0,20,0,-1,-1,-1,-1,138.860993,35.103963
沼津フィッシュマーケット タップルーム（ベアードビール）,bar/izakaya,numazu port,ルビィビール,千本港町１９−4,Senbonminatocho 19-4,,17,0,0,0,-1,-1,-1,-1,138.85642,35.084224
あんぱん専門店 恵比゜,café/bakery,numazu port,アンパン,千本港町５３,Senbonminatocho 53,G,8,0,18,0,-1,-1,-1,-1,138.85788,35.085081
六文亭めん房,noodle,station south,ラーメン,大手町３丁目５−4,Otemachi 3 Chome-5-4,B,11,0,0,0,15,0,17,0,138.859711,35.101019
スプーニー,café/bakery,station south,ランチ,大手町５丁目３−21,Otemachi 5 Chome-3-21,C,11,30,19,0,-1,-1,-1,-1,138.858531,35.101125
藤よし,western,station south,とんかつ定食,八幡町123,Hachimancho 123,,11,0,19,0,-1,-1,-1,-1,138.85601,35.09707
マリー,café/bakery,station south,コーヒー,八幡町129,Hachimancho 129,,11,0,15,0,-1,-1,-1,-1,138.856339,35.097008
ノリさんのカキ氷&パイロット(夏期限定),café/bakery,station south,かき氷,大門町17,Daimoncho 17,CDE,12,0,19,0,-1,-1,-1,-1,138.856044,35.096773
蕎麦酒菜おく村,noodle,station south,鴨せいろ,通横町13,Toriyokocho 13,G,11,30,22,0,14,0,17,30,138.857189,35.096641
あかなし,western,station south,日替わりパスタ,上土町49,Agetsuchicho 49,G,17,30,23,0,-1,-1,-1,-1,138.857575,35.097249
ベルサイユのバル,bar/izakaya,station south,半身唐揚げ,大手町４丁目５−4 遊楽館ビル １F,Otemachi 4 Chome−5−4 ,,11,30,19,0,-1,-1,-1,-1,138.858527,35.098531
どんぐり,café/bakery,station south,あんみつ,大手町５丁目８−22,Otemachi 5 Chome-8-22,C,11,0,18,30,-1,-1,-1,-1,138.857997,35.101116
都まんじゅう ㈲つるや製菓,café/bakery,station south,都まんじゅう,大手町３丁目５−11,Otemachi 3 Chome-5-11,C,9,0,16,0,-1,-1,-1,-1,138.859934,35.100727
千楽北口店,western,station south,とんかつ定食,高島町５−17,Takashimacho 5-17,C,11,0,20,30,14,0,17,0,138.85925,35.104821
CB CURRY KITCHEN,japanese,ganyudo,カツカレー,下香貫１６５３−1,Shimokanuki 1653-1,D,11,0,20,0,-1,-1,-1,-1,138.876061,35.079057
夢の中へ,western,station south,パスタ,大手町５丁目９−18,Otemachi 5 Chome-9-18,A,11,0,20,0,-1,-1,-1,-1,138.857747,35.101695
E加GEN,japanese,station south,日替わりランチ,大手町4-4-10 IZUビル 1F,Otemachi 4 Chome-4-10 IZU.bd 1F,C,8,0,15,0,-1,-1,-1,-1,138.85814,35.098971
武田丸,japanese,station south,海鮮丼,千本港町115-4,Senbonminatocho 115-4,,11,0,18,0,-1,-1,-1,-1,138.858669,35.082155
鉄板若月,bar/izakaya,station south,お好み焼き,平町４−13,Hiramachi 4-13,B,17,0,0,0,-1,-1,-1,-1,138.8657,35.100944
港のカフェ うみいろ,café/bakery,numazu port,ピザトースト,千本港町１９−5 ヴィラシーフロント 1F,Senbonminatocho 19−5 1F,A,10,0,16,0,-1,-1,-1,-1,138.856516,35.084216
極～KIWAMI,noodle,station north,ラーメン,西沢田450,Nishisawada 450,A,10,0,21,0,-1,-1,-1,-1,138.846059,35.121695
印度屋キッチン・ダバ 下香貫店,western,ganyudo,カレー,下香貫2789,Shimokanuki 2789,,11,0,22,0,15,0,17,0,138.872704,35.075549
安田屋,noodle,station south,カレーうどん,本町5,Honcho 5,C,11,0,20,0,-1,-1,-1,-1,138.856945,35.095951
